frame_id,x1,y1,x2,y2,bbox_id,confidence,lm_x1,lm_y1,lm_x2,lm_y2,lm_x3,lm_y3,lm_x4,lm_y4,lm_x5,lm_y5,yaw,pitch,roll
49,875.72874,362.69155,1038.27994,573.18865,3.0,0.99977,940.87518,447.35571,994.01617,449.69247,971.26489,477.00323,944.7337,504.0303,986.7937,505.97849,-5.36913,-6.93237,2.01336
50,876.48994,355.54134,1038.89399,564.44486,3.0,0.99972,940.38721,435.52377,995.79016,437.67673,971.85974,465.42462,946.08582,493.96191,988.24548,495.37424,-4.89113,-7.8537,2.75604
51,876.94146,342.7976,1039.10934,549.96771,3.0,0.99973,944.47595,420.25803,995.52679,423.11441,974.09418,451.38443,947.4231,475.84854,989.50116,477.98962,2.6862,-12.56693,4.41799
52,874.394,325.87769,1036.83195,531.16466,3.0,0.99954,944.9837,403.42966,993.69543,406.8992,972.7373,436.66241,946.35992,457.94699,986.38525,460.51282,2.80568,-12.82326,2.2319
53,870.80052,305.96824,1033.96494,511.77534,3.0,0.99962,943.84821,381.3241,991.29053,386.58517,971.68164,414.15195,941.5694,436.01022,982.54602,440.40619,5.42641,-12.70657,4.38911
54,863.3524,290.14378,1026.61774,495.9952,3.0,0.9997,928.84155,365.89377,981.44019,369.52576,959.43268,391.70441,931.40967,422.64548,975.56897,425.63052,-7.88981,-9.63522,5.49852
55,855.37044,278.47866,1018.45805,485.43067,3.0,0.9998,914.89307,367.12405,972.53003,365.99252,949.61255,393.30289,924.25787,424.93344,968.45697,424.05377,-7.55513,-0.79827,0.19113
56,849.27804,273.01407,1012.11735,481.02548,3.0,0.99978,910.65918,363.55527,967.28888,363.01984,944.0636,395.45459,918.74072,424.69843,962.18103,424.00278,-7.43188,-2.29985,0.55824
57,842.65427,270.95756,1005.60822,480.19766,3.0,0.99976,902.31842,363.83765,960.26685,361.91653,936.38605,394.72046,912.15668,425.00879,955.77008,423.66019,-7.36167,-3.68851,0.26321
58,837.48752,268.9611,1000.54283,479.27869,3.0,0.99974,897.20508,362.76559,956.56793,361.26022,932.59778,390.31485,905.90332,424.01462,952.08356,422.93188,-8.18821,-3.59746,0.3281
59,832.9405,264.93773,996.61423,476.26059,3.0,0.9997,893.57812,355.90103,952.29358,354.29147,928.06818,383.23132,903.04114,418.17691,947.63525,416.94269,-7.12819,-3.67976,0.00272
60,830.00369,259.32823,994.07815,470.80841,3.0,0.99974,890.48834,352.95682,947.26636,349.98169,924.52014,379.76904,900.92426,412.41348,945.5744,410.0152,-6.20579,-4.11769,-0.64014
61,825.99013,253.07927,990.97297,465.65061,3.0,0.99974,887.87292,348.7937,946.69971,346.4707,923.89624,378.91483,897.3067,409.53018,943.33099,407.5495,-7.78854,-3.70804,-0.7728
62,823.06109,249.58829,988.81391,463.63457,3.0,0.99977,886.13483,349.3089,944.88336,346.6712,921.13776,377.55438,896.34088,409.8605,939.9071,408.24127,-7.79266,-5.44951,-1.01351
63,821.02405,249.29543,987.75457,465.14205,3.0,0.99973,885.14014,352.28583,943.67346,348.2222,920.50647,382.09515,895.95459,412.24515,939.9538,409.29919,-7.31445,-5.57507,-1.14272
64,819.87379,248.54644,987.26614,466.13651,3.0,0.99978,883.88165,351.70535,943.92334,347.97815,919.48108,381.22394,893.03247,411.99448,940.052,409.56906,-7.74687,-6.15524,-1.12151
65,818.24254,247.19889,986.4749,466.49927,3.0,0.99975,881.94128,350.32104,943.06738,347.7421,917.74268,378.79401,891.43323,410.83243,938.88831,409.09628,-7.72277,-6.51418,-1.49596
66,816.49227,246.03177,985.17881,466.47258,3.0,0.99978,878.56384,349.43625,940.63354,346.35223,914.50903,376.84387,888.30664,410.5712,937.39764,408.31357,-7.10739,-6.21591,-1.3539
67,811.59849,243.40751,981.43601,463.05579,3.0,0.99976,874.47028,344.40552,933.17261,340.0838,910.23352,371.07358,887.43579,404.43036,931.48834,400.7052,-4.35112,-6.82643,-2.76518
68,804.01648,236.22643,974.68073,456.73156,3.0,0.99975,868.76105,335.45242,927.1369,328.80115,907.00458,362.46472,883.27832,397.63623,927.36041,392.43161,-4.71387,-5.70091,-3.13374
69,797.8989,228.65232,968.5883,450.15425,3.0,0.99971,861.55963,327.56989,921.03595,320.60831,898.6875,354.95636,876.20496,391.35892,920.67651,385.68063,-3.04106,-5.69079,-3.5844
70,793.04035,223.2008,964.75887,446.43175,3.0,0.99961,854.46472,325.81799,916.3338,319.37949,891.57086,352.96259,868.23254,389.49377,916.85876,384.30896,-6.60277,-6.71757,-3.80864
71,789.33078,220.67795,962.00926,445.34384,3.0,0.99962,851.32355,325.83688,914.08575,319.25916,889.24133,354.42191,865.29071,389.66168,913.89484,384.24585,-6.60385,-6.21944,-3.97446
72,784.89329,219.86309,958.21921,446.22162,3.0,0.99974,848.68439,329.42569,909.76514,321.31909,886.70178,358.17529,861.6817,390.90131,911.27954,384.94571,-6.9565,-6.80017,-4.00224
73,780.81282,218.62132,954.65311,446.61388,3.0,0.99969,845.82361,329.51712,906.18536,320.84537,883.98993,358.65717,860.36267,392.19281,907.86816,385.6857,-6.50375,-7.06412,-4.83254
74,778.16241,217.43204,952.84397,446.71355,3.0,0.99963,844.09247,328.88922,904.77948,320.26291,882.23749,357.46942,859.39484,392.1597,905.76337,385.67093,-7.30054,-5.68451,-5.30746
75,776.31152,216.27411,951.82933,446.74966,3.0,0.99962,842.75116,328.82077,903.40784,319.67804,880.8103,357.47083,858.29053,391.83072,904.5614,385.04263,-7.608,-5.77391,-5.59308
76,775.4342,215.60149,951.59077,447.37137,3.0,0.99958,844.2309,328.51767,903.74554,319.34946,882.29504,357.4581,858.60327,390.99103,904.94037,384.17569,-6.58067,-5.50746,-5.51006
77,777.905,214.20923,954.26564,445.91003,3.0,0.99964,846.5697,324.88577,906.66949,317.82602,883.84442,353.44827,859.18237,386.13531,907.79242,380.83688,-6.3884,-5.73146,-3.74795
78,780.52661,208.71259,956.54824,440.75857,3.0,0.99966,849.82959,315.71475,908.59851,308.59747,885.99475,345.48898,863.80609,378.87152,908.86377,373.52124,-5.77347,-5.08221,-4.04639
79,780.14842,199.42797,957.14276,432.16701,3.0,0.99959,846.34985,304.54227,909.92328,295.96536,885.05359,335.90515,860.9306,370.18655,910.67676,363.00983,-5.58305,-5.09056,-5.36124
80,778.30891,190.22787,955.04438,422.99786,3.0,0.99969,842.47449,297.33435,903.39008,288.68982,880.56744,326.94312,857.65314,361.73822,905.04352,354.63959,-3.7466,-4.10663,-4.78217
81,773.94858,182.85151,950.298,414.45848,3.0,0.99954,840.43542,290.96445,898.07709,282.6351,877.59937,317.69385,853.77295,351.75543,898.24945,345.93463,-6.08403,-4.0126,-4.35582
82,768.91389,177.47203,946.16735,409.3352,3.0,0.99958,831.96545,287.4595,892.63812,277.83582,870.76489,315.26587,849.09436,349.79337,895.47961,342.60593,-7.45123,-4.7085,-6.47838
83,762.01413,174.85453,940.07803,407.48124,3.0,0.99954,824.91241,283.68182,887.43365,275.3652,865.03485,314.59253,841.24988,348.09042,890.23651,341.39844,-6.99565,-2.4286,-8.14694
84,755.73718,173.01652,934.60934,406.86887,3.0,0.99961,819.1994,284.83099,881.98907,274.87097,857.72107,315.03998,834.49561,348.22824,885.07892,340.68863,-7.10866,-3.65436,-8.19724
85,749.44482,172.86302,929.27668,407.58703,3.0,0.99956,813.06335,286.64758,877.98218,275.95374,853.91113,316.50821,829.83447,351.31381,880.76294,343.00888,-7.29713,-3.98004,-8.34726
86,742.5679,174.08197,922.66927,409.73924,3.0,0.99942,808.03473,290.72519,870.16803,281.00235,846.54285,319.1557,822.26294,354.19501,869.78546,347.11588,-6.40139,-3.00146,-9.1657
87,735.25396,176.91111,914.60335,412.40361,3.0,0.99952,800.27979,296.10724,859.91705,285.46295,839.27838,326.04211,817.16547,357.45169,863.26678,349.43893,-6.96143,-2.4803,-9.39827
88,727.72111,177.17041,907.53815,413.69836,3.0,0.99946,794.43848,293.24078,856.45593,283.36908,833.96729,326.16092,810.13385,358.69077,858.59296,350.40802,-6.41991,-2.38445,-8.92017
89,724.35657,175.15362,904.61377,412.40922,3.0,0.99926,794.46033,289.2775,854.61432,279.48276,834.66711,319.67975,812.17871,352.97998,858.50037,345.29996,-6.78869,-2.40317,-9.19599
90,726.64831,171.59258,907.26872,409.07669,3.0,0.99946,798.27271,285.02435,857.99146,274.37711,838.22906,316.2471,815.88098,347.87875,863.28607,339.67709,-8.16031,-2.42212,-8.83679
91,731.85323,165.06347,912.77021,402.31346,3.0,0.9992,803.86615,278.88116,864.55157,268.06116,842.86743,307.12006,820.8158,340.823,867.69183,333.22174,-5.7424,-4.91496,-7.84972
92,736.87517,156.54247,918.70281,394.80672,3.0,0.99946,810.93774,266.25662,871.11377,256.53601,849.31586,297.87534,828.02832,332.68707,873.65942,324.7309,-6.0394,-2.06797,-8.19083
93,744.71562,147.64341,926.1338,385.29957,3.0,0.99959,816.94336,254.61731,881.11542,244.8028,856.93396,284.79614,834.1228,323.05304,880.59277,315.90323,-5.9653,-1.41422,-7.73321
94,751.61275,137.74461,932.72134,376.04377,3.0,0.99937,824.94598,247.61191,886.57367,238.82285,863.65021,281.59338,840.48608,314.7601,887.35083,307.08978,-4.79449,-2.37634,-7.78551
95,759.00774,128.68428,940.9966,367.56098,3.0,0.99943,831.11072,236.75008,894.0993,228.52895,869.04004,270.46954,844.94043,304.52853,894.94354,297.62271,-5.12077,-2.1459,-6.48344
96,767.62033,118.08008,949.55471,355.55185,3.0,0.99945,839.99573,227.02051,902.60822,216.36371,880.04834,256.22702,857.28058,292.98965,903.10852,285.39893,-4.54771,0.27911,-7.4921
97,776.71791,108.54732,958.80398,346.48985,3.0,0.99958,847.31335,216.1317,910.9209,207.84482,885.21936,249.65895,863.11707,283.94275,910.62842,277.6395,-4.6528,-1.22368,-5.47688
98,781.21591,98.53778,964.05991,337.19655,3.0,0.99913,850.76447,209.57848,914.93848,200.6404,890.59045,238.24791,865.3252,274.62009,916.08124,268.44394,-5.31967,-3.92206,-5.83665
99,782.8805,90.40446,965.60162,328.99856,3.0,0.99931,850.94043,203.89211,913.13257,193.73979,891.15509,233.79015,867.80969,267.2952,916.41058,259.59833,-5.22736,-4.37672,-5.02988
100,781.03999,82.56354,963.80418,320.25083,3.0,0.99934,844.28644,196.81566,908.64258,186.04001,884.44244,229.15479,862.21466,263.09201,911.67676,254.65175,-5.21313,-3.8058,-5.69495
101,776.54688,75.76527,960.28301,313.69662,3.0,0.99903,840.8548,191.33426,908.29102,182.46506,883.30255,223.51054,856.74121,258.03595,908.47223,250.77216,-7.58888,-6.37885,-3.67993
102,774.69449,72.32431,958.92173,311.13358,3.0,0.999,840.51166,188.98026,907.72498,181.43352,882.79041,219.89145,853.94586,255.23782,908.43152,249.08696,-8.47766,-7.03822,-3.1795
103,776.72193,70.08228,960.87875,309.47299,3.0,0.9995,844.16986,187.56064,909.75726,180.15445,884.17053,219.59441,856.40057,252.82207,909.26788,247.15048,-7.75276,-7.73686,-2.17346
104,777.71379,69.36375,961.67975,309.20638,3.0,0.99961,845.07178,185.9494,909.98804,179.90736,884.01251,219.33725,855.29138,250.71828,908.6629,246.15967,-6.92361,-8.85683,-2.01979
105,778.04421,69.61997,961.46093,309.46867,3.0,0.99965,845.2688,185.19371,909.99048,180.70807,883.52094,219.29875,854.85083,251.18364,907.80621,247.76883,-7.00578,-9.2789,-1.44356
106,775.66514,71.53124,958.75714,311.14039,3.0,0.99942,842.05676,188.76833,906.17413,184.64766,880.82281,221.44797,851.99475,253.87901,904.27393,250.49057,-8.13806,-5.69743,-0.70747
107,774.60213,76.64694,957.26401,315.69185,3.0,0.99951,842.65161,193.88199,905.19019,190.04868,879.91425,228.36081,851.83826,258.35571,902.68591,255.46062,-9.08598,-4.11551,-0.63194
108,772.42091,82.787,954.94844,322.4354,3.0,0.9994,841.58228,200.13263,905.21875,196.75182,880.53375,233.50476,847.93561,265.05786,902.013,262.44,-8.26334,-4.75446,0.20442
109,770.56948,88.15622,953.1127,328.75874,3.0,0.9992,839.02771,205.64548,902.38385,203.95796,877.21918,237.58211,845.21741,269.52396,899.64221,268.19427,-9.29597,-5.97221,0.967
110,767.5152,93.29632,950.29338,334.66641,3.0,0.9994,837.33093,207.66615,899.10327,206.34798,875.24579,244.19576,843.87585,274.55768,895.96228,273.50607,-8.93562,-8.83541,0.34929
111,765.38767,95.82908,948.49213,337.58915,3.0,0.99941,835.27551,209.8513,897.64954,208.1825,873.39801,246.27237,842.32709,275.95984,894.14026,274.61914,-9.19303,-9.76427,1.27461
112,764.21491,96.54052,947.53156,338.54561,3.0,0.99943,834.49664,210.26779,897.52094,208.26321,873.25146,246.20717,841.56555,275.83411,894.17029,274.28391,-9.14015,-9.535,1.69525
113,763.79607,95.717,947.55311,337.32649,3.0,0.99937,836.16162,207.48604,898.3067,205.75491,873.85492,240.29445,842.94269,271.13318,894.14349,270.48907,-9.61337,-7.99634,1.67181
114,765.33713,92.59797,948.12332,334.11724,3.0,0.99948,838.28564,202.12131,898.24689,200.40842,874.08282,233.69496,844.46912,266.14603,893.73657,265.43164,-8.48861,-5.61269,1.26373
115,765.0816,87.85578,947.07423,328.49335,3.0,0.99954,835.65283,198.08382,894.99213,195.14978,871.16559,232.89757,843.2702,261.37726,890.91156,259.41672,-8.33144,-4.77702,1.67239
116,765.56315,81.76334,946.71398,320.85763,3.0,0.99955,834.85278,192.14246,896.83386,189.83156,871.01227,225.45895,843.53503,255.21255,891.35065,253.78412,-9.1498,-6.17145,1.62543
117,769.2309,76.80434,949.65905,315.78385,3.0,0.99947,840.04065,187.47122,901.52289,186.1564,876.4577,220.68159,845.44574,250.65833,895.94177,249.7666,-7.32085,-5.95102,1.71231
118,775.63225,71.7529,956.5475,311.33909,3.0,0.99951,847.98004,182.1416,910.69397,181.1925,884.91736,216.73027,855.0274,247.72511,905.27899,247.03554,-7.42279,-5.83293,1.82668
119,781.44639,68.1803,963.09309,308.19542,3.0,0.99941,854.63373,178.27419,915.7243,177.44312,890.78522,211.97385,860.70605,243.44537,909.7923,243.39127,-7.80183,-9.76834,2.87753
120,782.43694,63.62975,965.75388,304.45069,3.0,0.99916,854.40723,172.8651,918.46838,172.13069,893.65131,205.0955,860.22736,237.84622,913.54065,238.01756,-9.81058,-9.45471,3.47534
121,780.8571,61.24242,965.26851,302.74644,3.0,0.99924,851.79742,171.90582,913.71051,171.70049,887.84674,204.58313,858.0387,236.25204,907.47577,236.91269,-9.10487,-8.90386,2.99938
122,774.14335,60.38313,958.99498,302.35207,3.0,0.99927,840.57831,170.8114,905.31036,172.1087,877.1709,203.5437,844.34521,235.94388,898.71973,237.17368,-8.53576,-6.58682,3.50427
123,763.89165,61.84968,949.77115,304.01684,3.0,0.99916,830.05701,172.01994,895.94543,173.67514,867.8324,205.72404,833.68311,238.71582,889.03271,240.44911,-9.22202,-7.0099,3.50084
124,754.81617,62.917,940.93166,305.52298,3.0,0.99932,821.42242,173.39238,886.90863,174.60014,859.62036,205.94925,825.60168,241.6033,879.83215,243.40291,-8.70944,-6.61877,3.21037
125,748.17576,64.99842,933.76811,307.58043,3.0,0.99951,817.67834,180.6389,880.50421,180.27075,854.24255,215.96326,822.68909,244.78215,874.22839,244.93835,-8.56601,-12.19345,2.61034
126,743.69062,67.38925,928.52308,309.82819,3.0,0.99941,812.23071,182.18127,876.94574,181.47089,850.47571,217.10066,818.68829,248.87334,872.11682,248.29677,-9.73978,-8.944,2.96808
127,741.12316,71.83271,925.59008,313.37349,3.0,0.99942,811.22894,184.64792,876.6972,185.27682,849.0672,218.95265,817.75293,251.78853,869.90405,252.13452,-10.15877,-9.28178,2.49799
128,738.64681,75.75972,922.69777,316.54235,3.0,0.99931,809.12146,192.28003,870.40552,191.18689,844.44067,226.56113,818.99646,256.88782,864.35815,255.69424,-10.5779,-7.06442,1.60162
129,736.03874,81.70406,918.2072,320.68715,3.0,0.99951,803.73639,198.59,864.49451,195.55797,838.93732,229.37523,812.99286,261.80096,858.42883,260.14053,-7.86958,-6.2191,0.49715
130,728.65483,87.03265,910.93755,326.90184,3.0,0.99928,796.24127,198.33347,860.38123,195.94325,834.20166,231.17123,803.117,265.82666,855.95209,264.01205,-8.22324,-10.39429,2.15633
131,722.14996,91.46535,904.40765,332.04423,3.0,0.99944,788.39581,204.21118,850.09711,201.32899,824.38654,236.33585,796.02228,269.37402,845.8418,267.96741,-6.24854,-11.44431,0.23
132,712.16337,93.70685,894.53948,334.98027,3.0,0.99933,776.56677,205.37282,841.00836,204.65738,812.93054,236.15312,782.29095,270.00748,836.81342,269.57904,-6.59753,-8.4091,0.39653
133,701.17403,95.16584,884.21874,336.6429,3.0,0.99924,766.00385,206.09451,831.51752,204.10428,804.68494,236.28255,772.38318,271.42621,828.72821,270.21173,-7.54905,-8.78876,0.14342
134,691.46381,96.28572,874.82301,337.87313,3.0,0.9994,757.84851,207.66432,819.33447,203.91624,794.86816,238.75543,765.99622,270.71271,817.39307,268.50394,-7.88752,-6.22378,0.19958
135,681.95269,95.7611,865.36478,337.90088,3.0,0.99944,747.66473,207.43944,811.27869,203.80815,785.23767,238.28287,755.43091,272.02386,809.43005,269.36435,-7.67479,-7.17067,-0.12032
136,673.11086,95.74149,856.80614,337.54329,3.0,0.99929,742.07458,206.46777,804.05957,203.73515,779.82751,236.25961,749.6629,270.65311,800.91223,269.3392,-9.02851,-8.04856,0.13667
137,667.72089,95.80165,852.09155,337.58911,3.0,0.99943,737.28516,208.22583,800.60962,204.95312,774.90509,240.7522,745.89008,272.19055,798.03943,270.27176,-9.40875,-8.30673,0.37791
138,664.64815,96.13829,849.44222,337.95512,3.0,0.99931,736.05658,211.60867,799.07788,206.63622,774.64062,244.22841,746.03333,274.29385,798.11517,270.94073,-9.04404,-6.10579,-0.6351
139,664.90831,97.02965,849.51083,339.44163,3.0,0.9993,738.4823,212.27734,800.65363,208.40326,777.24841,244.54996,746.99744,276.60141,800.09479,273.80078,-9.41212,-6.57284,-0.46323
